text,entities
"Responsible for developing and optimizing advanced IT solutions. Works with Java, Python, Routing & Switching, Ansible, Design Patterns to ensure innovation, security, and efficiency. Expected to have experience in Firewalls, SIEM, Scikit-learn.","[{'start': 76, 'end': 80, 'label': 'SKILL'}, {'start': 82, 'end': 88, 'label': 'SKILL'}, {'start': 90, 'end': 109, 'label': 'SKILL'}, {'start': 111, 'end': 118, 'label': 'SKILL'}, {'start': 120, 'end': 135, 'label': 'SKILL'}, {'start': 215, 'end': 224, 'label': 'SKILL'}, {'start': 226, 'end': 230, 'label': 'SKILL'}, {'start': 232, 'end': 244, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Encryption, Microservices, CI/CD, BigQuery, Kotlin to ensure efficiency, security, and performance. Expected to have experience in Deep Learning, Design Patterns, Scikit-learn, Version Control.","[{'start': 77, 'end': 87, 'label': 'SKILL'}, {'start': 89, 'end': 102, 'label': 'SKILL'}, {'start': 104, 'end': 109, 'label': 'SKILL'}, {'start': 111, 'end': 119, 'label': 'SKILL'}, {'start': 121, 'end': 127, 'label': 'SKILL'}, {'start': 208, 'end': 221, 'label': 'SKILL'}, {'start': 223, 'end': 238, 'label': 'SKILL'}, {'start': 240, 'end': 252, 'label': 'SKILL'}, {'start': 254, 'end': 269, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with Microservices, Java, Azure, Reinforcement Learning, Deep Learning to ensure innovation, security, and efficiency. Expected to have experience in Design Patterns, Kubernetes, Go, Scikit-learn.","[{'start': 76, 'end': 89, 'label': 'SKILL'}, {'start': 91, 'end': 95, 'label': 'SKILL'}, {'start': 97, 'end': 102, 'label': 'SKILL'}, {'start': 104, 'end': 126, 'label': 'SKILL'}, {'start': 128, 'end': 141, 'label': 'SKILL'}, {'start': 221, 'end': 236, 'label': 'SKILL'}, {'start': 238, 'end': 248, 'label': 'SKILL'}, {'start': 250, 'end': 252, 'label': 'SKILL'}, {'start': 254, 'end': 266, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Ruby, Network Monitoring, Cisco Networking, Kotlin, Risk Assessment to ensure efficiency, security, and performance. Expected to have experience in ETL, SIEM, Go, Terraform, SCRUM.","[{'start': 77, 'end': 81, 'label': 'SKILL'}, {'start': 83, 'end': 101, 'label': 'SKILL'}, {'start': 103, 'end': 119, 'label': 'SKILL'}, {'start': 121, 'end': 127, 'label': 'SKILL'}, {'start': 129, 'end': 144, 'label': 'SKILL'}, {'start': 225, 'end': 228, 'label': 'SKILL'}, {'start': 230, 'end': 234, 'label': 'SKILL'}, {'start': 236, 'end': 238, 'label': 'SKILL'}, {'start': 240, 'end': 249, 'label': 'SKILL'}, {'start': 251, 'end': 256, 'label': 'SKILL'}]"
"Responsible for developing, optimizing, and securing IT systems. Works with Cisco Networking, Data Warehousing, TensorFlow, Network Security, JavaScript to enhance system performance and reliability. Expected to have experience in Firewalls, Ansible, SQL.","[{'start': 76, 'end': 92, 'label': 'SKILL'}, {'start': 94, 'end': 110, 'label': 'SKILL'}, {'start': 112, 'end': 122, 'label': 'SKILL'}, {'start': 124, 'end': 140, 'label': 'SKILL'}, {'start': 142, 'end': 152, 'label': 'SKILL'}, {'start': 231, 'end': 240, 'label': 'SKILL'}, {'start': 242, 'end': 249, 'label': 'SKILL'}, {'start': 251, 'end': 254, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with SQL, REST APIs, Rust, BigQuery, Deep Learning to ensure innovation, security, and efficiency. Expected to have experience in C#, SIEM, Swift, Scikit-learn, SCRUM.","[{'start': 76, 'end': 79, 'label': 'SKILL'}, {'start': 81, 'end': 90, 'label': 'SKILL'}, {'start': 92, 'end': 96, 'label': 'SKILL'}, {'start': 98, 'end': 106, 'label': 'SKILL'}, {'start': 108, 'end': 121, 'label': 'SKILL'}, {'start': 201, 'end': 203, 'label': 'SKILL'}, {'start': 205, 'end': 209, 'label': 'SKILL'}, {'start': 211, 'end': 216, 'label': 'SKILL'}, {'start': 218, 'end': 230, 'label': 'SKILL'}, {'start': 232, 'end': 237, 'label': 'SKILL'}]"
"Responsible for designing, developing, and maintaining solutions. Works with Data Warehousing, Risk Assessment, SCRUM, JavaScript, MLOps to improve system efficiency and functionality. Expected to have experience in Data Visualization, Ruby, CI/CD, BigQuery, Rust.","[{'start': 77, 'end': 93, 'label': 'SKILL'}, {'start': 95, 'end': 110, 'label': 'SKILL'}, {'start': 112, 'end': 117, 'label': 'SKILL'}, {'start': 119, 'end': 129, 'label': 'SKILL'}, {'start': 131, 'end': 136, 'label': 'SKILL'}, {'start': 216, 'end': 234, 'label': 'SKILL'}, {'start': 236, 'end': 240, 'label': 'SKILL'}, {'start': 242, 'end': 247, 'label': 'SKILL'}, {'start': 249, 'end': 257, 'label': 'SKILL'}, {'start': 259, 'end': 263, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with Microservices, Network Monitoring, REST APIs, Cisco Networking, Routing & Switching to ensure innovation, security, and efficiency. Expected to have experience in NoSQL, Swift, Go, Scikit-learn, Version Control.","[{'start': 76, 'end': 89, 'label': 'SKILL'}, {'start': 91, 'end': 109, 'label': 'SKILL'}, {'start': 111, 'end': 120, 'label': 'SKILL'}, {'start': 122, 'end': 138, 'label': 'SKILL'}, {'start': 140, 'end': 159, 'label': 'SKILL'}, {'start': 239, 'end': 244, 'label': 'SKILL'}, {'start': 246, 'end': 251, 'label': 'SKILL'}, {'start': 253, 'end': 255, 'label': 'SKILL'}, {'start': 257, 'end': 269, 'label': 'SKILL'}, {'start': 271, 'end': 286, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with TensorFlow, Penetration Testing, Encryption, Routing & Switching, Data Cleaning to ensure innovation, security, and efficiency. Expected to have experience in Design Patterns, Kubernetes, Wireless Security, Version Control.","[{'start': 76, 'end': 86, 'label': 'SKILL'}, {'start': 88, 'end': 107, 'label': 'SKILL'}, {'start': 109, 'end': 119, 'label': 'SKILL'}, {'start': 121, 'end': 140, 'label': 'SKILL'}, {'start': 142, 'end': 155, 'label': 'SKILL'}, {'start': 235, 'end': 250, 'label': 'SKILL'}, {'start': 252, 'end': 262, 'label': 'SKILL'}, {'start': 264, 'end': 281, 'label': 'SKILL'}, {'start': 283, 'end': 298, 'label': 'SKILL'}]"
"Responsible for developing, optimizing, and securing IT systems. Works with TCP/IP, Data Warehousing, C#, PyTorch, Kubernetes to enhance system performance and reliability. Expected to have experience in SQL, Go, NoSQL.","[{'start': 76, 'end': 82, 'label': 'SKILL'}, {'start': 84, 'end': 100, 'label': 'SKILL'}, {'start': 102, 'end': 104, 'label': 'SKILL'}, {'start': 106, 'end': 113, 'label': 'SKILL'}, {'start': 115, 'end': 125, 'label': 'SKILL'}, {'start': 204, 'end': 207, 'label': 'SKILL'}, {'start': 215, 'end': 218, 'label': 'SKILL'}, {'start': 209, 'end': 211, 'label': 'SKILL'}, {'start': 213, 'end': 218, 'label': 'SKILL'}]"
"Responsible for developing, optimizing, and securing IT systems. Works with AWS, Encryption, Docker, JavaScript, C++ to enhance system performance and reliability. Expected to have experience in Version Control, Python, Deep Learning, Design Patterns, Reinforcement Learning.","[{'start': 76, 'end': 79, 'label': 'SKILL'}, {'start': 81, 'end': 91, 'label': 'SKILL'}, {'start': 93, 'end': 99, 'label': 'SKILL'}, {'start': 101, 'end': 111, 'label': 'SKILL'}, {'start': 113, 'end': 116, 'label': 'SKILL'}, {'start': 195, 'end': 210, 'label': 'SKILL'}, {'start': 212, 'end': 218, 'label': 'SKILL'}, {'start': 220, 'end': 233, 'label': 'SKILL'}, {'start': 235, 'end': 250, 'label': 'SKILL'}, {'start': 252, 'end': 274, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Penetration Testing, CI/CD, Python, Rust, Agile to ensure efficiency, security, and performance. Expected to have experience in Deep Learning, Risk Assessment, Firewalls, Wireless Security.","[{'start': 77, 'end': 96, 'label': 'SKILL'}, {'start': 98, 'end': 103, 'label': 'SKILL'}, {'start': 105, 'end': 111, 'label': 'SKILL'}, {'start': 113, 'end': 117, 'label': 'SKILL'}, {'start': 119, 'end': 124, 'label': 'SKILL'}, {'start': 205, 'end': 218, 'label': 'SKILL'}, {'start': 220, 'end': 235, 'label': 'SKILL'}, {'start': 237, 'end': 246, 'label': 'SKILL'}, {'start': 248, 'end': 265, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with Network Monitoring, REST APIs, Python, Agile, Kubernetes to ensure innovation, security, and efficiency. Expected to have experience in NoSQL, Go, Terraform, Data Visualization, JavaScript.","[{'start': 76, 'end': 94, 'label': 'SKILL'}, {'start': 96, 'end': 105, 'label': 'SKILL'}, {'start': 107, 'end': 113, 'label': 'SKILL'}, {'start': 115, 'end': 120, 'label': 'SKILL'}, {'start': 122, 'end': 132, 'label': 'SKILL'}, {'start': 212, 'end': 217, 'label': 'SKILL'}, {'start': 219, 'end': 221, 'label': 'SKILL'}, {'start': 223, 'end': 232, 'label': 'SKILL'}, {'start': 234, 'end': 252, 'label': 'SKILL'}, {'start': 254, 'end': 264, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with TensorFlow, Java, SQL, Cisco Networking, Google Cloud to ensure innovation, security, and efficiency. Expected to have experience in Reinforcement Learning, Go, C++, Wireless Security, Terraform.","[{'start': 76, 'end': 86, 'label': 'SKILL'}, {'start': 88, 'end': 92, 'label': 'SKILL'}, {'start': 94, 'end': 97, 'label': 'SKILL'}, {'start': 99, 'end': 115, 'label': 'SKILL'}, {'start': 117, 'end': 129, 'label': 'SKILL'}, {'start': 209, 'end': 231, 'label': 'SKILL'}, {'start': 117, 'end': 119, 'label': 'SKILL'}, {'start': 233, 'end': 235, 'label': 'SKILL'}, {'start': 237, 'end': 240, 'label': 'SKILL'}, {'start': 242, 'end': 259, 'label': 'SKILL'}, {'start': 261, 'end': 270, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Java, SQL, PyTorch, Reinforcement Learning, Data Cleaning to ensure efficiency, security, and performance. Expected to have experience in TCP/IP, NoSQL, Scikit-learn.","[{'start': 77, 'end': 81, 'label': 'SKILL'}, {'start': 83, 'end': 86, 'label': 'SKILL'}, {'start': 225, 'end': 228, 'label': 'SKILL'}, {'start': 88, 'end': 95, 'label': 'SKILL'}, {'start': 97, 'end': 119, 'label': 'SKILL'}, {'start': 121, 'end': 134, 'label': 'SKILL'}, {'start': 215, 'end': 221, 'label': 'SKILL'}, {'start': 223, 'end': 228, 'label': 'SKILL'}, {'start': 230, 'end': 242, 'label': 'SKILL'}]"
"Responsible for developing, optimizing, and securing IT systems. Works with TCP/IP, AWS, ETL, SCRUM, Java to enhance system performance and reliability. Expected to have experience in Kubernetes, Penetration Testing, Deep Learning, Reinforcement Learning.","[{'start': 76, 'end': 82, 'label': 'SKILL'}, {'start': 84, 'end': 87, 'label': 'SKILL'}, {'start': 89, 'end': 92, 'label': 'SKILL'}, {'start': 94, 'end': 99, 'label': 'SKILL'}, {'start': 101, 'end': 105, 'label': 'SKILL'}, {'start': 184, 'end': 194, 'label': 'SKILL'}, {'start': 196, 'end': 215, 'label': 'SKILL'}, {'start': 217, 'end': 230, 'label': 'SKILL'}, {'start': 232, 'end': 254, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with Network Monitoring, SQL, Kotlin, Google Cloud, C# to ensure innovation, security, and efficiency. Expected to have experience in Deep Learning, Network Security, Firewalls.","[{'start': 76, 'end': 94, 'label': 'SKILL'}, {'start': 96, 'end': 99, 'label': 'SKILL'}, {'start': 101, 'end': 107, 'label': 'SKILL'}, {'start': 109, 'end': 121, 'label': 'SKILL'}, {'start': 123, 'end': 125, 'label': 'SKILL'}, {'start': 205, 'end': 218, 'label': 'SKILL'}, {'start': 220, 'end': 236, 'label': 'SKILL'}, {'start': 238, 'end': 247, 'label': 'SKILL'}]"
"Responsible for developing, optimizing, and securing IT systems. Works with Risk Assessment, ETL, Docker, Network Security, C++ to enhance system performance and reliability. Expected to have experience in Data Visualization, Penetration Testing, Network Monitoring.","[{'start': 76, 'end': 91, 'label': 'SKILL'}, {'start': 93, 'end': 96, 'label': 'SKILL'}, {'start': 98, 'end': 104, 'label': 'SKILL'}, {'start': 106, 'end': 122, 'label': 'SKILL'}, {'start': 124, 'end': 127, 'label': 'SKILL'}, {'start': 206, 'end': 224, 'label': 'SKILL'}, {'start': 226, 'end': 245, 'label': 'SKILL'}, {'start': 247, 'end': 265, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with CI/CD, Cisco Networking, Kotlin, BigQuery, Ansible to ensure efficiency, security, and performance. Expected to have experience in Network Security, TCP/IP, SCRUM.","[{'start': 77, 'end': 82, 'label': 'SKILL'}, {'start': 84, 'end': 100, 'label': 'SKILL'}, {'start': 102, 'end': 108, 'label': 'SKILL'}, {'start': 110, 'end': 118, 'label': 'SKILL'}, {'start': 120, 'end': 127, 'label': 'SKILL'}, {'start': 208, 'end': 224, 'label': 'SKILL'}, {'start': 226, 'end': 232, 'label': 'SKILL'}, {'start': 234, 'end': 239, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with TensorFlow, Penetration Testing, Microservices, Data Warehousing, Network Monitoring to ensure innovation, security, and efficiency. Expected to have experience in SQL, Risk Assessment, Data Cleaning, SIEM, NoSQL.","[{'start': 76, 'end': 86, 'label': 'SKILL'}, {'start': 88, 'end': 107, 'label': 'SKILL'}, {'start': 109, 'end': 122, 'label': 'SKILL'}, {'start': 124, 'end': 140, 'label': 'SKILL'}, {'start': 142, 'end': 160, 'label': 'SKILL'}, {'start': 240, 'end': 243, 'label': 'SKILL'}, {'start': 285, 'end': 288, 'label': 'SKILL'}, {'start': 245, 'end': 260, 'label': 'SKILL'}, {'start': 262, 'end': 275, 'label': 'SKILL'}, {'start': 277, 'end': 281, 'label': 'SKILL'}, {'start': 283, 'end': 288, 'label': 'SKILL'}]"
"Responsible for designing, developing, and maintaining solutions. Works with Azure, Cisco Networking, C#, Routing & Switching, C++ to improve system efficiency and functionality. Expected to have experience in Microservices, Kubernetes, Rust.","[{'start': 77, 'end': 82, 'label': 'SKILL'}, {'start': 84, 'end': 100, 'label': 'SKILL'}, {'start': 102, 'end': 104, 'label': 'SKILL'}, {'start': 106, 'end': 125, 'label': 'SKILL'}, {'start': 127, 'end': 130, 'label': 'SKILL'}, {'start': 210, 'end': 223, 'label': 'SKILL'}, {'start': 225, 'end': 235, 'label': 'SKILL'}, {'start': 237, 'end': 241, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with TensorFlow, REST APIs, BigQuery, PyTorch, Kubernetes to ensure efficiency, security, and performance. Expected to have experience in Go, Swift, Wireless Security, Data Visualization.","[{'start': 77, 'end': 87, 'label': 'SKILL'}, {'start': 89, 'end': 98, 'label': 'SKILL'}, {'start': 100, 'end': 108, 'label': 'SKILL'}, {'start': 110, 'end': 117, 'label': 'SKILL'}, {'start': 119, 'end': 129, 'label': 'SKILL'}, {'start': 210, 'end': 212, 'label': 'SKILL'}, {'start': 214, 'end': 219, 'label': 'SKILL'}, {'start': 221, 'end': 238, 'label': 'SKILL'}, {'start': 240, 'end': 258, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with CI/CD, Data Warehousing, Java, Kotlin, BigQuery to ensure innovation, security, and efficiency. Expected to have experience in MLOps, Reinforcement Learning, ETL, Data Visualization, Scikit-learn.","[{'start': 76, 'end': 81, 'label': 'SKILL'}, {'start': 83, 'end': 99, 'label': 'SKILL'}, {'start': 101, 'end': 105, 'label': 'SKILL'}, {'start': 107, 'end': 113, 'label': 'SKILL'}, {'start': 115, 'end': 123, 'label': 'SKILL'}, {'start': 203, 'end': 208, 'label': 'SKILL'}, {'start': 210, 'end': 232, 'label': 'SKILL'}, {'start': 234, 'end': 237, 'label': 'SKILL'}, {'start': 239, 'end': 257, 'label': 'SKILL'}, {'start': 259, 'end': 271, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Version Control, MLOps, Routing & Switching, Ansible, PyTorch to ensure efficiency, security, and performance. Expected to have experience in Network Security, NoSQL, Wireless Security, JavaScript.","[{'start': 77, 'end': 92, 'label': 'SKILL'}, {'start': 94, 'end': 99, 'label': 'SKILL'}, {'start': 101, 'end': 120, 'label': 'SKILL'}, {'start': 122, 'end': 129, 'label': 'SKILL'}, {'start': 131, 'end': 138, 'label': 'SKILL'}, {'start': 219, 'end': 235, 'label': 'SKILL'}, {'start': 237, 'end': 242, 'label': 'SKILL'}, {'start': 244, 'end': 261, 'label': 'SKILL'}, {'start': 263, 'end': 273, 'label': 'SKILL'}]"
"Responsible for designing, developing, and maintaining solutions. Works with Encryption, TensorFlow, Swift, Routing & Switching, C# to improve system efficiency and functionality. Expected to have experience in Scikit-learn, JavaScript, MLOps, Kubernetes.","[{'start': 77, 'end': 87, 'label': 'SKILL'}, {'start': 89, 'end': 99, 'label': 'SKILL'}, {'start': 101, 'end': 106, 'label': 'SKILL'}, {'start': 108, 'end': 127, 'label': 'SKILL'}, {'start': 129, 'end': 131, 'label': 'SKILL'}, {'start': 211, 'end': 223, 'label': 'SKILL'}, {'start': 225, 'end': 235, 'label': 'SKILL'}, {'start': 237, 'end': 242, 'label': 'SKILL'}, {'start': 244, 'end': 254, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with CI/CD, Java, Routing & Switching, Google Cloud, Agile to ensure efficiency, security, and performance. Expected to have experience in Data Cleaning, JavaScript, Data Visualization, Version Control.","[{'start': 77, 'end': 82, 'label': 'SKILL'}, {'start': 84, 'end': 88, 'label': 'SKILL'}, {'start': 226, 'end': 230, 'label': 'SKILL'}, {'start': 90, 'end': 109, 'label': 'SKILL'}, {'start': 111, 'end': 123, 'label': 'SKILL'}, {'start': 125, 'end': 130, 'label': 'SKILL'}, {'start': 211, 'end': 224, 'label': 'SKILL'}, {'start': 226, 'end': 236, 'label': 'SKILL'}, {'start': 238, 'end': 256, 'label': 'SKILL'}, {'start': 258, 'end': 273, 'label': 'SKILL'}]"
"Responsible for designing, developing, and maintaining solutions. Works with ETL, Google Cloud, Routing & Switching, Scikit-learn, C++ to improve system efficiency and functionality. Expected to have experience in Java, CI/CD, Kotlin, Design Patterns.","[{'start': 77, 'end': 80, 'label': 'SKILL'}, {'start': 82, 'end': 94, 'label': 'SKILL'}, {'start': 96, 'end': 115, 'label': 'SKILL'}, {'start': 117, 'end': 129, 'label': 'SKILL'}, {'start': 131, 'end': 134, 'label': 'SKILL'}, {'start': 214, 'end': 218, 'label': 'SKILL'}, {'start': 220, 'end': 225, 'label': 'SKILL'}, {'start': 227, 'end': 233, 'label': 'SKILL'}, {'start': 235, 'end': 250, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Encryption, Data Warehousing, Python, Google Cloud, Reinforcement Learning to ensure efficiency, security, and performance. Expected to have experience in Ansible, Risk Assessment, TCP/IP, Wireless Security, SCRUM.","[{'start': 77, 'end': 87, 'label': 'SKILL'}, {'start': 89, 'end': 105, 'label': 'SKILL'}, {'start': 107, 'end': 113, 'label': 'SKILL'}, {'start': 115, 'end': 127, 'label': 'SKILL'}, {'start': 129, 'end': 151, 'label': 'SKILL'}, {'start': 232, 'end': 239, 'label': 'SKILL'}, {'start': 241, 'end': 256, 'label': 'SKILL'}, {'start': 258, 'end': 264, 'label': 'SKILL'}, {'start': 266, 'end': 283, 'label': 'SKILL'}, {'start': 285, 'end': 290, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with Ruby, Penetration Testing, Python, Routing & Switching, Kotlin to ensure innovation, security, and efficiency. Expected to have experience in Agile, C#, Go, Wireless Security.","[{'start': 76, 'end': 80, 'label': 'SKILL'}, {'start': 82, 'end': 101, 'label': 'SKILL'}, {'start': 103, 'end': 109, 'label': 'SKILL'}, {'start': 111, 'end': 130, 'label': 'SKILL'}, {'start': 132, 'end': 138, 'label': 'SKILL'}, {'start': 218, 'end': 223, 'label': 'SKILL'}, {'start': 225, 'end': 227, 'label': 'SKILL'}, {'start': 229, 'end': 231, 'label': 'SKILL'}, {'start': 233, 'end': 250, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Ruby, Microservices, AWS, Kotlin, BigQuery to ensure efficiency, security, and performance. Expected to have experience in Agile, Reinforcement Learning, C#, Scikit-learn.","[{'start': 77, 'end': 81, 'label': 'SKILL'}, {'start': 83, 'end': 96, 'label': 'SKILL'}, {'start': 98, 'end': 101, 'label': 'SKILL'}, {'start': 103, 'end': 109, 'label': 'SKILL'}, {'start': 111, 'end': 119, 'label': 'SKILL'}, {'start': 200, 'end': 205, 'label': 'SKILL'}, {'start': 207, 'end': 229, 'label': 'SKILL'}, {'start': 231, 'end': 233, 'label': 'SKILL'}, {'start': 235, 'end': 247, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with Network Monitoring, Java, Python, C#, ETL to ensure innovation, security, and efficiency. Expected to have experience in TCP/IP, Design Patterns, Go, SCRUM.","[{'start': 76, 'end': 94, 'label': 'SKILL'}, {'start': 96, 'end': 100, 'label': 'SKILL'}, {'start': 102, 'end': 108, 'label': 'SKILL'}, {'start': 110, 'end': 112, 'label': 'SKILL'}, {'start': 114, 'end': 117, 'label': 'SKILL'}, {'start': 197, 'end': 203, 'label': 'SKILL'}, {'start': 205, 'end': 220, 'label': 'SKILL'}, {'start': 222, 'end': 224, 'label': 'SKILL'}, {'start': 226, 'end': 231, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with TensorFlow, REST APIs, Reinforcement Learning, Design Patterns, Kubernetes to ensure innovation, security, and efficiency. Expected to have experience in NoSQL, C++, Data Visualization, Wireless Security.","[{'start': 76, 'end': 86, 'label': 'SKILL'}, {'start': 88, 'end': 97, 'label': 'SKILL'}, {'start': 99, 'end': 121, 'label': 'SKILL'}, {'start': 123, 'end': 138, 'label': 'SKILL'}, {'start': 140, 'end': 150, 'label': 'SKILL'}, {'start': 230, 'end': 235, 'label': 'SKILL'}, {'start': 237, 'end': 240, 'label': 'SKILL'}, {'start': 242, 'end': 260, 'label': 'SKILL'}, {'start': 262, 'end': 279, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Microservices, CI/CD, AWS, REST APIs, Ansible to ensure efficiency, security, and performance. Expected to have experience in PyTorch, SIEM, Wireless Security.","[{'start': 77, 'end': 90, 'label': 'SKILL'}, {'start': 92, 'end': 97, 'label': 'SKILL'}, {'start': 99, 'end': 102, 'label': 'SKILL'}, {'start': 104, 'end': 113, 'label': 'SKILL'}, {'start': 115, 'end': 122, 'label': 'SKILL'}, {'start': 203, 'end': 210, 'label': 'SKILL'}, {'start': 212, 'end': 216, 'label': 'SKILL'}, {'start': 218, 'end': 235, 'label': 'SKILL'}]"
"The Technical Writer is responsible for designing, developing, and implementing innovative solutions that meet business needs. This role requires expertise in Cybersecurity, Penetration Testing, Network Security, as well as proficiency in cloud computing, automation, and security best practices. Key expectations include collaborating with cross-functional teams, ensuring system reliability, optimizing performance, and staying ahead of emerging technology trends. Other responsibilities involve troubleshooting issues, improving workflows, documenting processes, and adhering to industry standards to enhance security and efficiency.","[{'start': 159, 'end': 172, 'label': 'SKILL'}, {'start': 174, 'end': 193, 'label': 'SKILL'}, {'start': 195, 'end': 211, 'label': 'SKILL'}]"
"Responsible for developing, optimizing, and securing IT systems. Works with Azure, Swift, Routing & Switching, Version Control, Penetration Testing to enhance system performance and reliability. Expected to have experience in Deep Learning, Reinforcement Learning.","[{'start': 76, 'end': 81, 'label': 'SKILL'}, {'start': 83, 'end': 88, 'label': 'SKILL'}, {'start': 90, 'end': 109, 'label': 'SKILL'}, {'start': 111, 'end': 126, 'label': 'SKILL'}, {'start': 128, 'end': 147, 'label': 'SKILL'}, {'start': 226, 'end': 239, 'label': 'SKILL'}, {'start': 241, 'end': 263, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Network Monitoring, SQL, Python, Routing & Switching, Rust to ensure efficiency, security, and performance. Expected to have experience in Kotlin, Reinforcement Learning, Firewalls, Scikit-learn.","[{'start': 77, 'end': 95, 'label': 'SKILL'}, {'start': 97, 'end': 100, 'label': 'SKILL'}, {'start': 102, 'end': 108, 'label': 'SKILL'}, {'start': 110, 'end': 129, 'label': 'SKILL'}, {'start': 131, 'end': 135, 'label': 'SKILL'}, {'start': 216, 'end': 222, 'label': 'SKILL'}, {'start': 224, 'end': 246, 'label': 'SKILL'}, {'start': 248, 'end': 257, 'label': 'SKILL'}, {'start': 259, 'end': 271, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with Ruby, Java, Azure, Google Cloud, Reinforcement Learning to ensure innovation, security, and efficiency. Expected to have experience in Deep Learning, ETL, Firewalls, Go, Wireless Security.","[{'start': 76, 'end': 80, 'label': 'SKILL'}, {'start': 82, 'end': 86, 'label': 'SKILL'}, {'start': 88, 'end': 93, 'label': 'SKILL'}, {'start': 95, 'end': 107, 'label': 'SKILL'}, {'start': 109, 'end': 131, 'label': 'SKILL'}, {'start': 211, 'end': 224, 'label': 'SKILL'}, {'start': 226, 'end': 229, 'label': 'SKILL'}, {'start': 231, 'end': 240, 'label': 'SKILL'}, {'start': 95, 'end': 97, 'label': 'SKILL'}, {'start': 242, 'end': 244, 'label': 'SKILL'}, {'start': 246, 'end': 263, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Ruby, Python, Deep Learning, C#, Design Patterns to ensure efficiency, security, and performance. Expected to have experience in Go, Terraform, Data Visualization, Scikit-learn.","[{'start': 77, 'end': 81, 'label': 'SKILL'}, {'start': 83, 'end': 89, 'label': 'SKILL'}, {'start': 91, 'end': 104, 'label': 'SKILL'}, {'start': 106, 'end': 108, 'label': 'SKILL'}, {'start': 110, 'end': 125, 'label': 'SKILL'}, {'start': 206, 'end': 208, 'label': 'SKILL'}, {'start': 210, 'end': 219, 'label': 'SKILL'}, {'start': 221, 'end': 239, 'label': 'SKILL'}, {'start': 241, 'end': 253, 'label': 'SKILL'}]"
"Responsible for developing, optimizing, and securing IT systems. Works with Data Warehousing, ETL, Firewalls, SIEM, Python to enhance system performance and reliability. Expected to have experience in Kubernetes, Penetration Testing, Reinforcement Learning.","[{'start': 76, 'end': 92, 'label': 'SKILL'}, {'start': 94, 'end': 97, 'label': 'SKILL'}, {'start': 99, 'end': 108, 'label': 'SKILL'}, {'start': 110, 'end': 114, 'label': 'SKILL'}, {'start': 116, 'end': 122, 'label': 'SKILL'}, {'start': 201, 'end': 211, 'label': 'SKILL'}, {'start': 213, 'end': 232, 'label': 'SKILL'}, {'start': 234, 'end': 256, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Encryption, Cisco Networking, Azure, Kotlin, Google Cloud to ensure efficiency, security, and performance. Expected to have experience in Risk Assessment, ETL, NoSQL, Docker, Version Control.","[{'start': 77, 'end': 87, 'label': 'SKILL'}, {'start': 89, 'end': 105, 'label': 'SKILL'}, {'start': 107, 'end': 112, 'label': 'SKILL'}, {'start': 114, 'end': 120, 'label': 'SKILL'}, {'start': 122, 'end': 134, 'label': 'SKILL'}, {'start': 215, 'end': 230, 'label': 'SKILL'}, {'start': 232, 'end': 235, 'label': 'SKILL'}, {'start': 237, 'end': 242, 'label': 'SKILL'}, {'start': 244, 'end': 250, 'label': 'SKILL'}, {'start': 252, 'end': 267, 'label': 'SKILL'}]"
